Date,Region,Disease,Temperature_C,Rainfall_mm,Humidity_Percent,Population_Density,Case_Count
2034-06-26,Asia,Dengue,29.84,206.81,71.79,1000,65
2034-06-27,Europe,Dengue,26.25,185.92,70.64,2000,95
2034-06-28,Asia,Tuberculosis,25.58,134.46,73.9,150,26
2034-06-29,Africa,Dengue,23.17,192.2,57.44,150,95
2034-06-30,Middle East,COVID-19,20.59,173.37,66.22,1000,53
2034-07-01,Africa,Typhoid,20.32,188.33,57.36,150,42
2034-07-02,Europe,Influenza,20.26,163.61,49.07,5000,34
2034-07-03,Asia,Cholera,20.73,161.81,56.72,50,33
2034-07-04,Europe,Malaria,17.41,154.49,55.97,150,59
2034-07-05,Southeast Asia,Influenza,21.18,163.87,52.35,300,23
2034-07-06,South America,Influenza,27.79,135.39,54.91,150,41
2034-07-07,Southeast Asia,Measles,21.08,184.91,55.29,2000,44
2034-07-08,Southeast Asia,COVID-19,20.18,159.92,58.73,300,52
2034-07-09,South America,Cholera,19.93,168.82,62.84,1000,50
2034-07-10,Middle East,Measles,24.75,116.6,62.03,5000,50
2034-07-11,Middle East,Typhoid,17.34,176.83,62.76,300,30
2034-07-12,Africa,COVID-19,21.33,195.42,52.14,1000,38
2034-07-13,South America,Cholera,20.9,145.4,53.1,150,32
2034-07-14,Africa,Malaria,22.4,188.59,53.19,5000,84
2034-07-15,Middle East,Typhoid,17.49,120.98,55.66,500,39
2034-07-16,Africa,Dengue,21.97,169.23,55.42,1000,57
2034-07-17,Middle East,COVID-19,20.33,137.23,55.76,150,37
2034-07-18,North America,COVID-19,15.95,144.13,59.55,5000,47
2034-07-19,Southeast Asia,COVID-19,19.07,141.94,65.38,2000,31
2034-07-20,Middle East,Cholera,20.75,154.65,57.68,1000,41
2034-07-21,Asia,Measles,15.89,169.08,63.45,300,64
2034-07-22,Europe,Influenza,19.61,170.53,68.56,150,54
2034-07-23,Southeast Asia,COVID-19,18.15,150.71,62.28,1000,29
2034-07-24,Asia,Influenza,23.26,179.31,60.09,1000,36
2034-07-25,Africa,COVID-19,18.11,213.14,56.27,50,35
2034-07-26,Oceania,Tuberculosis,19.76,175.07,52.35,1000,18
2034-07-27,North America,Tuberculosis,18.15,194.64,53.07,50,10
2034-07-28,Africa,Typhoid,14.1,125.17,64.31,500,30
2034-07-29,North America,Tuberculosis,21.5,185.38,57.78,300,21
2034-07-30,North America,Influenza,23.13,173.66,64.5,5000,51
2034-07-31,Southeast Asia,Typhoid,18.15,154.37,53.86,500,49
2034-08-01,Europe,Typhoid,15.12,116.05,53.61,2000,28
2034-08-02,South America,Influenza,17.22,196.69,56.57,300,42
2034-08-03,North America,Malaria,12.11,125.0,55.56,2000,32
2034-08-04,Europe,Malaria,22.76,140.43,52.25,50,45
2034-08-05,Middle East,Dengue,17.83,105.26,62.83,50,62
2034-08-06,Southeast Asia,Influenza,19.29,98.29,53.04,300,55
2034-08-07,South America,Tuberculosis,18.12,109.94,48.76,5000,18
2034-08-08,Asia,Influenza,14.53,185.86,42.4,300,51
2034-08-09,Oceania,Malaria,12.46,111.16,41.96,1000,38
2034-08-10,Oceania,Influenza,20.87,147.94,46.02,2000,54
2034-08-11,Middle East,Measles,20.03,143.12,62.18,5000,56
2034-08-12,North America,Dengue,18.39,115.9,55.15,150,51
2034-08-13,Europe,Tuberculosis,17.9,119.46,52.65,50,16
2034-08-14,Europe,Typhoid,9.9,169.95,44.5,50,40
2034-08-15,Africa,Cholera,17.34,149.8,50.59,2000,38
2034-08-16,Middle East,Malaria,17.75,162.05,60.68,2000,66
2034-08-17,North America,Tuberculosis,16.53,112.8,54.19,300,25
2034-08-18,Oceania,Dengue,15.76,156.34,50.55,300,72
2034-08-19,Southeast Asia,Dengue,19.08,166.96,52.6,1000,43
2034-08-20,Southeast Asia,Dengue,14.5,157.85,64.25,50,54
2034-08-21,South America,Malaria,17.71,123.32,47.14,2000,40
2034-08-22,South America,Malaria,10.09,180.6,40.86,300,60
2034-08-23,North America,Malaria,12.81,113.47,58.89,5000,49
2034-08-24,North America,Cholera,13.44,122.31,48.18,2000,30
2034-08-25,Oceania,Typhoid,16.86,196.87,42.43,50,43
2034-08-26,Asia,Tuberculosis,15.39,168.4,53.78,5000,25
2034-08-27,Asia,Malaria,17.38,112.04,58.07,300,58
2034-08-28,North America,Measles,19.09,177.92,54.1,2000,61
2034-08-29,Africa,Malaria,17.47,133.43,51.98,300,53
2034-08-30,Europe,COVID-19,14.78,188.96,53.49,500,44
2034-08-31,Asia,Cholera,17.5,229.4,46.35,300,38
2034-09-01,Asia,Malaria,10.86,93.02,51.23,300,34
2034-09-02,Africa,Typhoid,13.38,104.27,47.49,300,28
2034-09-03,South America,Typhoid,18.34,120.31,54.41,300,38
2034-09-04,Oceania,COVID-19,15.85,95.24,46.14,5000,41
2034-09-05,Southeast Asia,Malaria,13.43,121.95,51.73,50,59
2034-09-06,Middle East,Malaria,11.52,142.95,47.87,1000,36
2034-09-07,Asia,Measles,13.68,174.51,48.06,300,39
2034-09-08,Africa,Cholera,14.42,95.54,46.09,300,25
2034-09-09,Africa,Dengue,18.23,109.43,44.44,1000,41
2034-09-10,Asia,Tuberculosis,13.35,101.59,56.65,150,20
2034-09-11,Southeast Asia,Tuberculosis,14.74,153.33,54.38,50,25
2034-09-12,South America,Malaria,20.87,114.69,40.07,500,60
2034-09-13,Europe,Typhoid,10.22,113.56,41.43,1000,24
2034-09-14,Oceania,COVID-19,13.91,76.9,48.26,1000,57
2034-09-15,Middle East,Influenza,12.86,116.35,45.17,300,41
2034-09-16,South America,COVID-19,15.97,70.1,43.44,5000,53
2034-09-17,North America,Malaria,18.37,97.63,47.71,500,44
2034-09-18,Southeast Asia,COVID-19,15.17,107.29,40.0,300,29
2034-09-19,South America,Malaria,12.46,104.53,50.93,300,52
2034-09-20,Africa,Malaria,15.77,60.98,57.24,500,43
2034-09-21,Europe,Influenza,11.23,109.98,47.02,500,46
2034-09-22,Southeast Asia,Measles,18.16,163.9,53.76,2000,46
2034-09-23,Middle East,Typhoid,13.98,105.46,56.8,5000,28
2034-09-24,Asia,Tuberculosis,12.34,51.41,52.57,2000,22
2034-09-25,Oceania,COVID-19,13.06,130.78,47.89,500,42
2034-09-26,Middle East,Tuberculosis,14.95,89.47,51.18,50,28
2034-09-27,Asia,Dengue,11.57,114.66,50.86,500,48
2034-09-28,Middle East,Tuberculosis,17.62,101.48,52.4,1000,26
2034-09-29,Middle East,Influenza,13.49,108.98,48.75,150,41
2034-09-30,Europe,Tuberculosis,14.03,114.13,50.41,1000,23
2034-10-01,Asia,Malaria,16.29,11.88,52.17,150,17
2034-10-02,Oceania,Influenza,17.07,42.19,46.03,50,49
2034-10-03,Africa,Malaria,15.52,65.14,50.6,5000,32
2034-10-04,Oceania,Typhoid,14.99,30.96,54.38,500,9
2034-10-05,Europe,Typhoid,16.83,72.31,49.08,50,12
2034-10-06,Europe,Cholera,23.62,44.17,55.13,150,22
2034-10-07,Africa,Tuberculosis,18.71,50.99,51.67,50,16
2034-10-08,Europe,Cholera,18.98,76.99,49.44,5000,15
2034-10-09,Asia,Measles,12.38,89.6,52.61,50,46
2034-10-10,Asia,Malaria,13.87,16.09,56.82,2000,17
2034-10-11,Oceania,Influenza,19.06,48.42,50.83,500,49
2034-10-12,Europe,COVID-19,18.54,83.93,50.53,50,48
2034-10-13,Southeast Asia,Measles,19.67,56.86,49.44,2000,59
2034-10-14,Asia,Typhoid,14.38,78.88,51.72,2000,9
2034-10-15,Middle East,Typhoid,19.73,0.0,42.09,2000,6
2034-10-16,Asia,Dengue,17.92,40.87,52.75,500,6
2034-10-17,Europe,COVID-19,18.46,67.49,51.78,5000,46
2034-10-18,Europe,Measles,17.82,59.13,42.64,5000,76
2034-10-19,Oceania,Tuberculosis,19.94,21.45,50.28,5000,20
2034-10-20,Middle East,Measles,19.58,0.0,49.51,1000,19
2034-10-21,South America,COVID-19,15.48,45.82,52.41,500,34
2034-10-22,North America,Cholera,14.09,78.59,54.28,1000,24
2034-10-23,Europe,Cholera,15.81,42.85,51.42,300,15
2034-10-24,Oceania,COVID-19,9.81,71.82,53.56,1000,46
2034-10-25,North America,Measles,15.89,0.0,49.81,50,64
2034-10-26,Asia,Malaria,16.38,50.78,52.09,500,31
2034-10-27,Asia,Influenza,18.32,53.13,54.13,150,61
2034-10-28,Africa,Measles,19.36,130.21,48.73,50,60
2034-10-29,Oceania,Measles,13.97,70.61,55.67,2000,38
2034-10-30,Europe,Measles,16.6,87.31,48.46,150,62
2034-10-31,Africa,Tuberculosis,12.19,118.19,57.02,500,20
2034-11-01,Southeast Asia,Influenza,18.79,15.51,56.82,300,40
2034-11-02,Middle East,Malaria,23.77,89.78,58.5,150,31
2034-11-03,Middle East,Dengue,18.36,25.23,52.35,500,13
2034-11-04,South America,COVID-19,26.29,39.8,53.33,2000,48
2034-11-05,South America,Measles,16.46,0.0,53.48,5000,69
2034-11-06,North America,Malaria,19.24,0.0,63.55,300,12
2034-11-07,Europe,Measles,14.45,21.22,60.11,2000,50
2034-11-08,Southeast Asia,Influenza,25.4,5.13,57.73,500,29
2034-11-09,Middle East,Measles,15.37,57.28,59.82,5000,51
2034-11-10,North America,Tuberculosis,21.28,10.15,52.47,500,22
2034-11-11,Africa,Dengue,23.48,78.96,61.48,1000,38
2034-11-12,Southeast Asia,COVID-19,20.81,31.07,52.37,5000,44
2034-11-13,Southeast Asia,COVID-19,16.0,27.0,65.68,5000,58
2034-11-14,Oceania,Dengue,17.23,28.55,53.33,5000,21
2034-11-15,Europe,Measles,23.12,50.31,69.92,1000,53
2034-11-16,Middle East,Dengue,20.61,51.03,56.49,150,19
2034-11-17,North America,COVID-19,23.92,60.99,56.29,2000,43
2034-11-18,Africa,Cholera,23.72,56.11,50.18,1000,17
2034-11-19,Southeast Asia,Measles,19.5,64.11,62.66,50,56
2034-11-20,Southeast Asia,Tuberculosis,16.65,7.19,63.07,50,17
2034-11-21,South America,Typhoid,15.44,46.7,54.76,500,22
2034-11-22,Oceania,Influenza,20.89,35.53,55.65,1000,59
2034-11-23,Oceania,Tuberculosis,21.08,18.46,53.53,500,21
2034-11-24,Oceania,Tuberculosis,17.07,61.58,48.46,5000,20
2034-11-25,North America,Tuberculosis,21.83,40.98,53.91,150,26
2034-11-26,Africa,COVID-19,17.34,30.05,60.76,500,47
2034-11-27,North America,Typhoid,17.97,66.64,57.93,300,22
2034-11-28,Africa,Influenza,24.59,64.24,63.1,1000,40
2034-11-29,South America,COVID-19,22.38,37.13,51.45,2000,44
2034-11-30,North America,Measles,20.77,48.23,56.86,150,30
2034-12-01,Europe,Dengue,26.97,0.0,72.29,1000,14
2034-12-02,South America,Malaria,25.74,36.76,67.95,2000,15
2034-12-03,Europe,Typhoid,27.47,29.09,61.82,500,8
2034-12-04,Africa,COVID-19,24.0,0.0,73.61,500,55
2034-12-05,Asia,Typhoid,26.36,13.3,64.01,50,9
2034-12-06,South America,COVID-19,30.27,2.89,59.41,300,51
2034-12-07,North America,Malaria,19.64,0.0,63.77,1000,7
2034-12-08,South America,Measles,28.34,45.71,62.13,1000,50
2034-12-09,South America,COVID-19,29.35,16.6,62.75,2000,62
2034-12-10,Africa,Measles,27.16,27.69,71.82,500,40
2034-12-11,North America,Malaria,23.48,22.4,70.19,2000,8
2034-12-12,Africa,Dengue,24.14,61.49,62.44,5000,48
2034-12-13,Middle East,Dengue,29.24,18.03,62.16,5000,19
2034-12-14,Asia,Tuberculosis,32.99,76.23,65.63,300,19
2034-12-15,Asia,Influenza,25.35,27.31,58.78,300,38
2034-12-16,Southeast Asia,Cholera,28.97,0.0,69.13,5000,10
2034-12-17,Middle East,Tuberculosis,23.32,70.83,61.55,2000,25
2034-12-18,Europe,Tuberculosis,24.08,10.79,61.91,1000,27
2034-12-19,North America,Measles,27.55,18.07,58.2,150,40
2034-12-20,Africa,Tuberculosis,26.27,13.5,74.34,50,12
2034-12-21,Middle East,Cholera,18.35,0.0,68.55,50,3
2034-12-22,Middle East,Malaria,22.06,48.53,67.31,300,32
2034-12-23,Africa,Typhoid,27.34,7.24,63.11,1000,8
2034-12-24,Oceania,Dengue,20.97,0.0,62.83,150,18
2034-12-25,Asia,Influenza,25.77,45.72,54.92,2000,42
2034-12-26,Oceania,Cholera,26.96,0.0,69.31,50,4
2034-12-27,Africa,Typhoid,34.21,0.0,71.85,1000,4
2034-12-28,Middle East,COVID-19,20.15,4.19,66.39,1000,53
2034-12-29,Middle East,Typhoid,30.17,62.66,60.17,1000,24
2034-12-30,North America,COVID-19,26.17,0.36,63.94,300,29
2034-12-31,Oceania,COVID-19,25.11,0.0,59.86,5000,48
2035-01-01,Southeast Asia,Malaria,31.89,25.09,79.34,500,22
2035-01-02,Southeast Asia,Cholera,29.09,50.53,71.84,1000,16
2035-01-03,Europe,Measles,22.44,31.22,63.36,300,24
2035-01-04,Middle East,Influenza,25.99,0.0,69.76,2000,33
2035-01-05,South America,Typhoid,31.99,37.39,62.99,1000,13
2035-01-06,Oceania,Dengue,30.95,20.86,72.2,150,23
2035-01-07,Oceania,Tuberculosis,32.29,0.0,71.28,300,33
2035-01-08,Oceania,Typhoid,34.25,56.25,75.18,2000,25
2035-01-09,Southeast Asia,Influenza,35.75,26.85,67.65,150,29
2035-01-10,Europe,COVID-19,39.29,0.0,70.15,1000,18
2035-01-11,Middle East,Measles,30.37,0.0,71.96,5000,16
2035-01-12,North America,Tuberculosis,31.85,67.39,70.58,1000,22
2035-01-13,Southeast Asia,Cholera,29.51,36.15,72.31,500,15
2035-01-14,Europe,Measles,33.7,6.3,70.95,1000,43
2035-01-15,South America,Dengue,25.73,0.0,73.63,500,17
2035-01-16,Asia,Cholera,27.83,13.36,68.7,50,5
2035-01-17,Africa,Malaria,32.08,0.0,71.17,5000,11
2035-01-18,Europe,Measles,25.63,56.82,69.9,1000,40
2035-01-19,Middle East,COVID-19,25.48,8.46,76.28,5000,75
2035-01-20,Asia,Measles,24.07,24.68,74.56,1000,31
2035-01-21,Africa,COVID-19,32.55,4.72,73.27,5000,32
2035-01-22,Oceania,Dengue,33.66,10.43,70.74,2000,25
2035-01-23,Oceania,Measles,26.92,32.78,63.39,150,24
2035-01-24,Middle East,Typhoid,31.15,1.0,69.78,5000,8
2035-01-25,Southeast Asia,Tuberculosis,28.26,55.4,73.58,5000,25
2035-01-26,Southeast Asia,Malaria,33.72,40.31,80.19,5000,36
2035-01-27,Europe,Measles,28.43,69.51,73.82,300,31
2035-01-28,North America,COVID-19,30.84,64.09,74.78,5000,61
2035-01-29,Southeast Asia,Malaria,33.26,46.41,67.37,2000,28
2035-01-30,South America,Measles,30.21,51.62,75.69,1000,37
2035-01-31,Middle East,Measles,30.36,52.33,68.21,500,53
2035-02-01,Asia,Influenza,27.52,103.66,77.76,1000,48
2035-02-02,Asia,Malaria,34.75,70.38,80.76,1000,47
2035-02-03,South America,Measles,32.67,91.04,72.57,50,33
2035-02-04,Oceania,Cholera,36.17,89.85,80.29,150,20
2035-02-05,Southeast Asia,Dengue,36.35,39.92,86.75,300,28
2035-02-06,North America,Measles,29.04,24.16,78.21,1000,38
2035-02-07,Asia,Malaria,39.57,28.85,78.19,500,18
2035-02-08,Oceania,Cholera,32.18,110.52,72.31,150,31
2035-02-09,Southeast Asia,Cholera,34.84,59.27,80.59,300,11
2035-02-10,Europe,Tuberculosis,38.63,117.75,78.23,50,41
2035-02-11,North America,Cholera,32.46,72.01,85.15,1000,17
2035-02-12,Southeast Asia,Typhoid,29.52,11.65,88.29,150,6
2035-02-13,Southeast Asia,Cholera,33.1,26.62,82.73,5000,9
2035-02-14,Europe,Typhoid,32.19,68.99,72.67,1000,18
2035-02-15,South America,COVID-19,37.87,72.85,78.64,5000,38
2035-02-16,Europe,Cholera,32.49,119.88,73.93,500,31
2035-02-17,South America,Influenza,34.01,90.26,83.51,2000,34
2035-02-18,North America,Measles,34.53,69.86,66.63,5000,19
2035-02-19,Southeast Asia,Measles,31.85,43.15,71.99,50,41
2035-02-20,Middle East,Tuberculosis,33.67,53.56,71.71,2000,23
2035-02-21,South America,Influenza,25.78,55.11,78.31,500,40
2035-02-22,Southeast Asia,Influenza,28.97,66.74,72.78,300,27
2035-02-23,Middle East,Influenza,35.81,120.42,78.25,300,24
2035-02-24,Middle East,Typhoid,34.23,88.17,81.1,500,41
2035-02-25,South America,Dengue,31.51,67.57,85.73,150,52
2035-02-26,Africa,Dengue,27.81,59.9,85.41,2000,62
2035-02-27,Europe,COVID-19,35.77,48.96,72.94,500,54
2035-02-28,Oceania,Malaria,35.85,34.56,76.97,150,30
2035-03-01,Southeast Asia,Cholera,36.63,73.01,76.93,300,9
2035-03-02,South America,COVID-19,38.12,89.75,82.33,2000,46
2035-03-03,South America,Typhoid,35.66,96.61,80.97,2000,25
2035-03-04,Southeast Asia,Cholera,38.74,109.33,77.28,5000,38
2035-03-05,Africa,COVID-19,38.69,59.85,87.66,300,34
2035-03-06,Southeast Asia,COVID-19,35.85,130.2,77.17,5000,47
2035-03-07,Southeast Asia,Tuberculosis,33.87,55.75,75.01,1000,27
2035-03-08,Africa,Influenza,32.16,148.3,85.95,5000,54
2035-03-09,Europe,Malaria,35.37,107.74,74.03,1000,64
2035-03-10,Africa,Influenza,36.14,117.02,88.44,150,26
2035-03-11,Oceania,COVID-19,34.62,109.8,75.32,2000,32
2035-03-12,Africa,Tuberculosis,36.48,90.24,86.54,2000,12
2035-03-13,Europe,Tuberculosis,38.37,119.84,77.16,500,17
2035-03-14,Southeast Asia,Tuberculosis,28.76,76.14,85.24,150,22
2035-03-15,Europe,Malaria,38.49,81.4,83.54,1000,33
2035-03-16,Africa,Measles,32.1,96.79,76.68,300,18
2035-03-17,Asia,Influenza,34.45,103.19,86.34,5000,48
2035-03-18,Asia,Tuberculosis,38.66,121.61,81.66,150,15
2035-03-19,North America,Tuberculosis,35.45,117.9,87.29,300,28
2035-03-20,Middle East,Typhoid,38.72,69.04,78.37,1000,21
2035-03-21,Europe,COVID-19,38.48,95.64,79.59,2000,39
2035-03-22,Europe,COVID-19,31.62,148.22,75.6,1000,14
2035-03-23,Oceania,Measles,35.03,150.95,82.93,5000,45
2035-03-24,Southeast Asia,Malaria,35.12,95.43,72.28,5000,14
2035-03-25,Southeast Asia,Malaria,35.59,139.38,81.72,500,69
2035-03-26,Middle East,Influenza,39.75,109.86,79.39,2000,24
2035-03-27,South America,COVID-19,41.07,115.8,75.28,150,19
2035-03-28,Africa,Cholera,38.76,68.88,89.27,150,3
2035-03-29,Europe,Tuberculosis,39.27,114.61,80.59,1000,22
2035-03-30,South America,Cholera,40.67,121.21,75.48,300,14
2035-03-31,Southeast Asia,Typhoid,35.53,99.97,72.4,1000,25
2035-04-01,North America,Cholera,31.94,140.28,81.62,2000,49
2035-04-02,Asia,COVID-19,36.39,118.36,79.83,2000,34
2035-04-03,North America,Measles,29.66,151.95,87.27,2000,37
2035-04-04,South America,COVID-19,28.88,140.91,71.92,1000,46
2035-04-05,South America,Tuberculosis,35.23,134.87,76.33,1000,22
2035-04-06,South America,Influenza,33.69,116.83,71.05,500,45
2035-04-07,Asia,Cholera,32.5,145.01,79.42,300,37
2035-04-08,Europe,Cholera,30.14,89.72,75.05,150,25
2035-04-09,Southeast Asia,Malaria,31.48,129.35,88.63,50,24
2035-04-10,Africa,Tuberculosis,31.4,196.9,77.77,50,18
2035-04-11,Asia,Dengue,37.17,141.66,76.25,150,63
2035-04-12,Africa,Influenza,31.69,109.48,77.42,150,23
2035-04-13,Asia,Cholera,33.69,150.63,82.26,1000,47
2035-04-14,Southeast Asia,Typhoid,32.44,154.98,80.45,50,39
2035-04-15,North America,COVID-19,32.22,109.16,80.5,5000,18
2035-04-16,South America,Cholera,32.86,63.39,71.31,500,13
2035-04-17,South America,Typhoid,36.95,160.64,75.22,50,45
2035-04-18,Southeast Asia,Cholera,36.32,135.18,71.07,50,30
2035-04-19,Asia,Typhoid,33.37,103.03,79.83,300,27
2035-04-20,North America,Measles,35.0,148.37,81.64,5000,35
2035-04-21,South America,Typhoid,34.27,128.07,75.07,5000,46
2035-04-22,Asia,Typhoid,27.53,166.3,74.89,50,29
2035-04-23,Africa,Measles,34.44,95.31,73.91,1000,25
2035-04-24,Africa,Typhoid,33.0,115.88,86.0,2000,44
2035-04-25,Europe,COVID-19,27.59,156.33,82.28,1000,43
2035-04-26,Southeast Asia,Tuberculosis,31.69,132.68,74.25,2000,20
2035-04-27,Africa,Tuberculosis,30.03,136.56,70.48,5000,21
2035-04-28,Asia,COVID-19,29.91,146.2,74.59,300,38
2035-04-29,Africa,Typhoid,36.9,187.68,65.35,50,31
2035-04-30,Europe,Typhoid,32.75,153.81,69.74,50,25
2035-05-01,Oceania,Typhoid,30.39,171.83,74.39,500,44
2035-05-02,Europe,Malaria,31.02,175.09,72.78,50,82
2035-05-03,Middle East,Tuberculosis,23.28,215.61,61.48,50,15
2035-05-04,Southeast Asia,COVID-19,29.32,189.46,57.52,2000,37
2035-05-05,Europe,Cholera,32.38,199.12,69.01,5000,43
2035-05-06,South America,Cholera,28.15,157.5,67.34,150,26
2035-05-07,Africa,Tuberculosis,31.3,173.23,74.96,300,24
2035-05-08,Southeast Asia,Dengue,32.11,195.63,63.79,2000,55
2035-05-09,Africa,Cholera,29.31,168.6,69.15,1000,49
2035-05-10,Europe,COVID-19,35.94,174.87,72.92,150,40
2035-05-11,Asia,Measles,24.4,170.14,77.4,5000,34
2035-05-12,Europe,Malaria,26.32,163.71,72.2,1000,46
2035-05-13,Europe,COVID-19,36.29,154.92,66.73,1000,31
2035-05-14,Southeast Asia,Measles,32.72,169.8,74.93,5000,28
2035-05-15,Africa,Cholera,34.46,186.13,77.74,300,47
2035-05-16,Southeast Asia,Tuberculosis,32.47,143.09,70.04,300,32
2035-05-17,Europe,Tuberculosis,34.68,134.87,73.75,300,20
2035-05-18,Oceania,COVID-19,27.91,177.83,78.2,500,41
2035-05-19,Africa,Measles,29.04,184.73,70.7,1000,40
2035-05-20,Middle East,Measles,34.19,106.97,76.49,50,17
2035-05-21,Middle East,Influenza,33.68,150.17,66.41,500,40
2035-05-22,Oceania,Malaria,31.09,139.31,66.24,500,54
2035-05-23,Africa,Influenza,26.39,137.44,73.08,5000,29
2035-05-24,Asia,Cholera,31.28,213.99,71.76,2000,50
2035-05-25,Africa,Tuberculosis,36.05,133.65,78.46,5000,31
2035-05-26,Oceania,Influenza,32.56,208.03,73.9,300,28
2035-05-27,Middle East,Measles,33.28,203.27,78.03,300,34
2035-05-28,Asia,Cholera,27.85,175.02,77.21,1000,52
2035-05-29,Southeast Asia,Tuberculosis,28.71,178.74,65.96,50,29
2035-05-30,South America,Cholera,27.65,192.84,66.75,150,57
2035-05-31,Oceania,Typhoid,30.97,145.84,75.96,2000,28
2035-06-01,Southeast Asia,Influenza,27.25,171.78,56.39,5000,29
2035-06-02,Middle East,Typhoid,23.71,221.05,69.51,150,73
2035-06-03,Africa,Measles,29.96,163.96,64.06,50,30
2035-06-04,South America,Influenza,22.99,124.76,64.93,2000,24
2035-06-05,Oceania,Tuberculosis,24.9,243.47,62.45,1000,23
2035-06-06,Oceania,Typhoid,27.72,188.41,66.46,300,38
2035-06-07,South America,Typhoid,24.3,151.2,69.23,150,16
2035-06-08,South America,COVID-19,27.91,137.89,69.81,5000,36
2035-06-09,Middle East,Malaria,21.3,197.38,69.64,5000,63
2035-06-10,Europe,Tuberculosis,27.16,111.45,58.4,1000,31
2035-06-11,Asia,Dengue,24.33,124.13,61.51,500,37
2035-06-12,Asia,COVID-19,24.5,168.88,65.89,1000,37
2035-06-13,Africa,Tuberculosis,29.08,192.74,67.29,2000,30
2035-06-14,North America,Malaria,23.83,142.14,71.03,5000,59
2035-06-15,South America,COVID-19,25.42,161.0,61.92,5000,53
2035-06-16,Oceania,Typhoid,27.95,203.51,68.96,2000,54
2035-06-17,Asia,Malaria,25.39,174.74,71.05,300,59
2035-06-18,Southeast Asia,Cholera,26.11,155.88,61.7,500,33
2035-06-19,Oceania,COVID-19,22.59,203.94,58.26,150,40
2035-06-20,Africa,Tuberculosis,25.4,125.68,62.79,1000,24
2035-06-21,North America,Malaria,26.29,173.87,68.38,50,65
2035-06-22,Middle East,Measles,25.04,187.55,69.63,500,30
2035-06-23,Southeast Asia,Influenza,23.54,159.93,63.34,5000,61
2035-06-24,North America,COVID-19,26.72,146.07,62.0,50,40
2035-06-25,Middle East,Influenza,22.28,158.24,71.72,1000,32
2035-06-26,Oceania,Typhoid,27.86,217.66,61.33,300,35
2035-06-27,Oceania,Dengue,24.17,147.34,65.61,2000,55
2035-06-28,South America,Dengue,26.08,221.91,69.09,1000,93
2035-06-29,South America,Malaria,19.1,193.3,73.61,5000,6
2035-06-30,South America,Typhoid,27.07,175.22,60.75,1000,50
2035-07-01,Asia,Dengue,25.13,192.54,55.64,5000,52
2035-07-02,Middle East,Tuberculosis,20.43,195.48,55.56,500,20
2035-07-03,Southeast Asia,Malaria,28.47,201.64,63.25,2000,42
2035-07-04,Oceania,Dengue,17.88,171.52,52.49,150,96
2035-07-05,Oceania,Typhoid,24.23,153.28,66.42,1000,36
2035-07-06,Middle East,Influenza,27.77,173.62,60.38,500,51
2035-07-07,Africa,Influenza,23.83,184.6,56.79,1000,45
2035-07-08,Middle East,Influenza,17.55,173.85,51.95,50,19
2035-07-09,Asia,COVID-19,20.15,207.15,62.13,500,39
2035-07-10,Europe,Tuberculosis,25.24,152.21,47.91,5000,7
2035-07-11,Asia,COVID-19,16.46,193.78,54.33,1000,48
2035-07-12,Southeast Asia,Cholera,24.94,136.28,59.89,5000,40
2035-07-13,Oceania,Malaria,17.42,209.91,56.06,150,67
2035-07-14,Europe,Cholera,26.33,184.97,62.13,300,59
2035-07-15,Europe,Dengue,18.05,206.78,54.99,50,63
2035-07-16,North America,Malaria,19.18,150.62,61.61,1000,63
2035-07-17,Oceania,Dengue,18.53,189.52,56.12,300,63
2035-07-18,Oceania,Cholera,20.15,183.19,59.45,2000,37
2035-07-19,Asia,Cholera,22.54,162.61,54.23,300,21
2035-07-20,Europe,Measles,22.95,169.65,58.55,300,51
2035-07-21,Asia,Cholera,18.57,128.05,57.85,5000,36
2035-07-22,Oceania,Influenza,19.21,213.49,45.07,150,54
2035-07-23,Southeast Asia,Dengue,22.37,182.99,40.82,5000,96
2035-07-24,Middle East,Influenza,16.92,154.05,56.65,500,47
2035-07-25,Asia,Measles,21.92,196.07,61.58,50,42
2035-07-26,Southeast Asia,Typhoid,21.25,136.56,53.74,500,41
2035-07-27,Asia,Cholera,22.51,191.0,54.93,5000,58
2035-07-28,Middle East,Dengue,16.52,201.6,56.2,50,111
2035-07-29,Europe,Dengue,15.44,222.18,55.69,150,70
2035-07-30,Asia,Dengue,20.58,148.37,57.14,500,45
2035-07-31,Oceania,COVID-19,17.9,183.89,52.99,500,31
2035-08-01,Asia,Cholera,12.22,124.88,58.57,50,22
2035-08-02,Oceania,Typhoid,14.14,145.82,50.16,300,57
2035-08-03,South America,Typhoid,15.85,150.06,56.73,50,44
2035-08-04,North America,Measles,17.04,135.17,62.13,5000,45
2035-08-05,Middle East,Measles,15.01,120.62,43.38,5000,59
2035-08-06,South America,COVID-19,9.3,139.83,50.99,300,76
2035-08-07,Africa,Dengue,10.84,112.97,51.33,500,43
2035-08-08,Africa,Cholera,14.69,137.57,45.71,2000,37
2035-08-09,South America,Measles,9.38,139.23,49.01,500,59
2035-08-10,North America,Tuberculosis,21.61,130.07,58.96,2000,20
2035-08-11,Oceania,Influenza,13.44,192.38,54.61,150,43
2035-08-12,Asia,Malaria,18.4,148.23,51.66,1000,35
2035-08-13,North America,Malaria,15.53,158.7,51.4,1000,77
2035-08-14,Europe,Malaria,17.49,113.66,45.41,2000,45
